http,https://raw.githubusercontent.com/clarketm/proxy-list/master/proxy-list-raw.txt
socks4,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/blob/master/socks4.txt
http,https://raw.githubusercontent.com/sunny9577/proxy-scraper/master/proxies.txt
socks4,https://raw.githubusercontent.com/TheSpeedX/SOCKS-List/master/socks4.txt
socks5,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/socks5.txt
socks4,https://raw.githubusercontent.com/ShiftyTR/Proxy-List/master/socks4.txt
socks5,https://raw.githubusercontent.com/ShiftyTR/Proxy-List/master/socks5.txt
http,https://raw.githubusercontent.com/ShiftyTR/Proxy-List/master/https.txt
http,https://raw.githubusercontent.com/hookzof/socks5_list/master/proxy.txt
http,https://raw.githubusercontent.com/TheSpeedX/PROXY-List/master/http.txt
http,https://raw.githubusercontent.com/ShiftyTR/Proxy-List/master/http.txt
http,https://raw.githubusercontent.com/opsxcq/proxy-list/master/list.txt
socks4,https://api.proxyscrape.com/v2/?request=getproxies&protocol=socks4
socks5,https://api.proxyscrape.com/v2/?request=getproxies&protocol=socks5
http,https://api.proxyscrape.com/v2/?request=getproxies&protocol=https
http,https://api.proxyscrape.com/v2/?request=getproxies&protocol=http
socks4,https://www.proxy-list.download/api/v1/get?type=socks4
http,https://proxy-spider.com/api/proxies.example.txt
socks4,https://www.proxyscan.io/download?type=socks4
socks5,https://www.proxyscan.io/download?type=socks5
http,https://www.proxyscan.io/download?type=https
http,https://www.proxyscan.io/download?type=http
http,https://multiproxy.org/txt_all/proxy.txt
http,http://rootjazz.com/proxies/proxies.txt
http,http://ab57.ru/downloads/proxyold.txt
http,https://raw.githubusercontent.com/UserR3X/proxy-list/main/online/http.txt
http,http://spys.me/proxy.txt
http,https://sheesh.rip/http.txt
http,http://rootjazz.com/proxies/proxies.txt
